"student_id","school_id","grade","reading_time_home","parent_education","school_type","gender","birth_months","n_siblings","ses_index","naplan_reading_score"
1492,38,"Year 5",45,"Year 12","Government","Male","Jan",1,-0.25,530
1493,19,"Year 5",15,"Year 12","Government","Male","Mar",2,-0.15,498
1494,20,"Year 5",5,"Year 12","Government","Male","Nov",2,0.1,504
1495,20,"Year 9",5,"Bachelor degree","Government","Female","Sep",2,0.99,635
1496,49,"Year 7",5,"Certificate/Diploma","Independent","Male","Oct",3,1.63,639
1497,30,"Year 5",70,"Year 12","Catholic","Female","Sep",2,0.61,663
1498,18,"Year 3",0,"Year 12","Government","Male","Oct",1,-0.71,403
1499,55,"Year 3",25,"Bachelor degree","Government","Male","Dec",1,0.96,562
1500,54,"Year 7",25,"Postgraduate","Catholic","Male","Jul",2,1.67,571
1501,48,"Year 3",5,"Certificate/Diploma","Government","Female","Jan",2,-0.27,464
1502,51,"Year 3",20,"Certificate/Diploma","Government","Male","Dec",3,0.5,529
1503,34,"Year 9",50,"Certificate/Diploma","Catholic","Male","Dec",4,0.64,553
1504,15,"Year 3",5,"Year 10 or below","Government","Female","Sep",2,-0.1,408
1505,39,"Year 5",10,"Certificate/Diploma","Independent","Female","Mar",1,2.18,575
1506,19,"Year 7",10,"Certificate/Diploma","Government","Male","Oct",3,-0.62,610
1507,29,"Year 9",70,"Certificate/Diploma","Government","Female","Nov",2,-0.34,608
1508,5,"Year 7",5,"Year 10 or below","Government","Male","Sep",3,-0.36,513
1509,10,"Year 7",15,"Year 12","Catholic","Female","Nov",0,0.38,566
1510,40,"Year 7",5,"Certificate/Diploma","Government","Male","Mar",1,0.23,565
1511,29,"Year 3",0,"Certificate/Diploma","Government","Male","Jan",1,0.23,440
1512,38,"Year 3",115,"Year 10 or below","Government","Male","Aug",3,-1.21,533
1513,53,"Year 9",25,"Certificate/Diploma","Government","Male","Oct",1,0.59,676
1514,56,"Year 7",0,"Year 10 or below","Catholic","Female","Oct",1,0.4,558
1515,43,"Year 3",50,"Year 10 or below","Government","Male","Sep",2,-0.02,470
1516,42,"Year 5",20,"Certificate/Diploma","Government","Male","Dec",1,0.51,530
1517,3,"Year 7",5,"Year 10 or below","Government","Female","Oct",2,-0.71,520
1518,56,"Year 7",35,"Year 10 or below","Catholic","Male","May",1,-1.46,641
1519,19,"Year 3",0,"Certificate/Diploma","Government","Male","Dec",2,0.47,414
1520,6,"Year 9",5,"Bachelor degree","Government","Male","Jul",1,1.04,639
1521,38,"Year 3",20,"Bachelor degree","Government","Male","Jan",1,0.8,455
1522,35,"Year 5",20,"Bachelor degree","Government","Male","Oct",2,1.24,621
1523,43,"Year 9",0,"Year 10 or below","Government","Female","Jul",2,-0.69,535
1524,4,"Year 9",10,"Certificate/Diploma","Catholic","Female","Sep",0,1.13,671
1525,41,"Year 3",10,"Year 12","Government","Male","May",1,-1.07,377
1526,26,"Year 3",60,"Year 12","Government","Female","Dec",1,-0.12,381
1527,18,"Year 3",5,"Certificate/Diploma","Government","Male","Mar",5,0.12,415
1528,48,"Year 7",20,"Certificate/Diploma","Government","Female","Jul",2,0.34,557
1529,10,"Year 3",30,"Bachelor degree","Catholic","Female","Aug",3,0.98,445
1530,20,"Year 7",40,"Postgraduate","Government","Female","Nov",2,0.61,663
1531,35,"Year 3",0,"Bachelor degree","Government","Male","Aug",1,0.6,384
1532,54,"Year 5",10,"Year 10 or below","Catholic","Male","Apr",2,-0.38,500
1533,1,"Year 5",0,"Certificate/Diploma","Independent","Male","Oct",0,0.46,556
1534,35,"Year 7",30,"Year 10 or below","Government","Female","Feb",1,-0.98,682
1535,45,"Year 3",10,"Bachelor degree","Government","Female","Dec",1,0.77,431
1536,12,"Year 3",15,"Year 12","Catholic","Male","Feb",5,0.14,447
1537,47,"Year 3",5,"Bachelor degree","Independent","Female","Aug",2,2.75,548
1538,30,"Year 7",45,"Year 12","Catholic","Female","Aug",1,0.56,666
1539,40,"Year 5",25,"Certificate/Diploma","Government","Female","Dec",0,0.41,536
1540,24,"Year 7",45,"Postgraduate","Independent","Female","Jan",2,2,648
1541,2,"Year 3",10,"Year 12","Independent","Male","Sep",2,1.14,457
1542,34,"Year 5",0,"Certificate/Diploma","Catholic","Male","Mar",2,0.67,550
1543,20,"Year 5",5,"Bachelor degree","Government","Male","Feb",2,1.32,485
1544,51,"Year 3",40,"Postgraduate","Government","Male","Oct",0,1.46,580
1545,30,"Year 5",60,"Year 10 or below","Catholic","Female","Jul",2,-0.58,560
1546,45,"Year 9",25,"Bachelor degree","Government","Female","May",2,0.68,584
1547,31,"Year 7",0,"Year 10 or below","Catholic","Male","May",2,-0.47,558
1548,28,"Year 7",5,"Bachelor degree","Independent","Female","Dec",2,2.71,685
1549,36,"Year 5",105,"Certificate/Diploma","Catholic","Male","Mar",2,1.5,509
1550,28,"Year 5",20,"Certificate/Diploma","Independent","Female","Feb",2,0.97,593
1551,38,"Year 5",20,"Postgraduate","Government","Female","Jun",3,0.85,598
1552,19,"Year 5",5,"Bachelor degree","Government","Male","Feb",2,1.31,579
1553,25,"Year 3",5,"Year 10 or below","Government","Male","Dec",3,-0.95,368
1554,39,"Year 5",40,"Year 12","Independent","Female","Jan",4,0.65,576
1555,38,"Year 9",0,"Year 10 or below","Government","Female","Sep",1,-1.16,608
1556,42,"Year 7",85,"Year 10 or below","Government","Female","Aug",0,-1.57,800
1557,44,"Year 3",0,"Bachelor degree","Independent","Male","Nov",2,1.19,522
1558,25,"Year 5",35,"Year 12","Government","Female","Jan",0,0,502
1559,52,"Year 9",35,"Year 12","Government","Female","Mar",3,-0.65,589
1560,6,"Year 7",0,"Bachelor degree","Government","Male","Sep",4,0.44,583
1561,31,"Year 5",45,"Year 10 or below","Catholic","Female","Nov",1,-0.52,612
1562,43,"Year 7",0,"Year 10 or below","Government","Male","Jan",1,-1.25,530
1563,53,"Year 5",5,"Year 12","Government","Male","Feb",3,0.07,479
1564,12,"Year 3",90,"Bachelor degree","Catholic","Male","Nov",2,1.99,527
1565,49,"Year 9",45,"Year 12","Independent","Female","Jan",3,-0.07,609
1566,34,"Year 7",30,"Year 12","Catholic","Female","Jan",2,1.06,548
1567,58,"Year 7",20,"Certificate/Diploma","Government","Female","Nov",1,-0.38,576
1568,60,"Year 9",5,"Year 12","Government","Female","Feb",1,0.34,585
1569,38,"Year 3",5,"Postgraduate","Government","Female","Dec",1,1.49,523
1570,4,"Year 5",25,"Postgraduate","Catholic","Male","Oct",4,2.73,645
1571,7,"Year 9",55,"Year 12","Catholic","Female","Nov",2,0.1,710
1572,18,"Year 9",5,"Year 10 or below","Government","Female","Sep",1,-0.77,591
1573,60,"Year 5",35,"Certificate/Diploma","Government","Female","Dec",5,0.51,444
1574,50,"Year 9",0,"Certificate/Diploma","Government","Male","Apr",2,0.24,597
1575,54,"Year 7",0,"Year 10 or below","Catholic","Male","Oct",3,-0.51,559
1576,22,"Year 9",0,"Bachelor degree","Government","Female","Jan",0,0.85,677
1577,56,"Year 3",35,"Certificate/Diploma","Catholic","Male","Jul",4,0.55,542
1578,33,"Year 9",50,"Year 12","Government","Male","Dec",1,0.07,599
1579,12,"Year 5",55,"Year 10 or below","Catholic","Male","Jan",2,0.17,571
1580,32,"Year 5",20,"Bachelor degree","Catholic","Female","Sep",4,0.98,510
1581,8,"Year 5",10,"Year 10 or below","Government","Male","Jan",4,-0.94,497
1582,7,"Year 7",0,"Year 12","Catholic","Male","Jul",1,-0.18,588
1583,40,"Year 9",5,"Postgraduate","Government","Male","Sep",2,2.03,647
1584,40,"Year 5",15,"Postgraduate","Government","Male","Jul",5,1.61,532
1585,51,"Year 9",35,"Year 10 or below","Government","Female","Nov",2,-0.91,622
1586,35,"Year 7",35,"Bachelor degree","Government","Female","Oct",2,1.48,754
1587,34,"Year 5",65,"Year 12","Catholic","Female","Mar",1,0.42,410
1588,27,"Year 9",5,"Year 12","Government","Male","Jan",2,-0.52,600
1589,7,"Year 7",5,"Year 12","Catholic","Female","Nov",2,0.44,559
1590,43,"Year 3",5,"Bachelor degree","Government","Female","Aug",3,0.37,453
1591,2,"Year 9",25,"Year 12","Independent","Female","Jul",1,1.26,740
1592,18,"Year 9",0,"Postgraduate","Government","Male","Dec",3,2.88,632
1593,31,"Year 5",75,"Year 12","Catholic","Female","Nov",1,0.06,700
1594,26,"Year 7",40,"Bachelor degree","Government","Male","Jun",1,1.06,591
1595,48,"Year 9",10,"Year 12","Government","Female","Aug",0,-0.51,588
1596,37,"Year 9",35,"Postgraduate","Government","Male","Sep",4,2.26,777
1597,7,"Year 5",10,"Certificate/Diploma","Catholic","Female","Jan",1,0.42,511
1598,12,"Year 3",15,"Year 12","Catholic","Female","Feb",1,0.32,457
1599,59,"Year 7",5,"Year 12","Government","Male","Aug",5,-0.64,541
1600,48,"Year 7",35,"Year 12","Government","Female","Nov",2,0.57,511
1601,21,"Year 3",0,"Year 12","Independent","Male","May",2,0.5,424
1602,22,"Year 7",5,"Certificate/Diploma","Government","Male","Apr",2,0.1,543
1603,48,"Year 7",0,"Year 12","Government","Female","Nov",0,-0.25,520
1604,39,"Year 9",35,"Year 10 or below","Independent","Female","Mar",0,-0.33,655
1605,41,"Year 5",30,"Certificate/Diploma","Government","Female","Feb",4,0.44,473
1606,24,"Year 7",0,"Postgraduate","Independent","Male","Dec",1,2.06,641
1607,37,"Year 7",10,"Certificate/Diploma","Government","Male","Jan",3,0.21,629
1608,6,"Year 7",45,"Certificate/Diploma","Government","Male","Nov",2,0.15,642
1609,53,"Year 5",0,"Year 12","Government","Female","Jul",1,-0.08,452
1610,48,"Year 3",0,"Bachelor degree","Government","Male","Jul",5,1.19,478
1611,41,"Year 7",25,"Postgraduate","Government","Male","Oct",1,2.05,517
1612,19,"Year 3",15,"Bachelor degree","Government","Male","Oct",2,1.34,517
1613,4,"Year 7",5,"Certificate/Diploma","Catholic","Male","Jul",2,1.27,557
1614,3,"Year 7",15,"Certificate/Diploma","Government","Female","Jul",5,-0.05,593
1615,19,"Year 3",0,"Year 10 or below","Government","Female","Jun",1,-0.54,421
1616,55,"Year 3",35,"Certificate/Diploma","Government","Female","Jun",4,0.19,548
1617,33,"Year 9",5,"Year 10 or below","Government","Male","Mar",2,-1.04,501
1618,12,"Year 5",30,"Postgraduate","Catholic","Male","Dec",1,1.62,571
1619,39,"Year 9",0,"Year 10 or below","Independent","Female","Jul",4,-0.05,648
1620,51,"Year 5",50,"Year 12","Government","Female","May",0,0.25,629
1621,18,"Year 9",15,"Certificate/Diploma","Government","Female","Mar",1,0.54,603
1622,2,"Year 9",30,"Year 12","Independent","Male","Apr",2,0.57,723
1623,39,"Year 7",35,"Bachelor degree","Independent","Male","Sep",2,2.38,702
1624,36,"Year 7",10,"Certificate/Diploma","Catholic","Male","Jul",2,0.42,561
1625,19,"Year 5",40,"Year 12","Government","Female","Mar",2,0.41,558
1626,37,"Year 9",10,"Certificate/Diploma","Government","Female","Oct",2,0.8,651
1627,41,"Year 3",25,"Year 10 or below","Government","Female","Mar",0,-0.32,373
1628,43,"Year 7",15,"Certificate/Diploma","Government","Male","Nov",1,0.59,581
1629,22,"Year 7",5,"Year 12","Government","Male","Dec",1,-0.05,564
1630,1,"Year 5",25,"Year 12","Independent","Male","Nov",2,1.37,628
1631,31,"Year 5",25,"Bachelor degree","Catholic","Female","Feb",5,0.83,624
1632,36,"Year 9",5,"Year 12","Catholic","Female","Nov",3,0.08,628
1633,48,"Year 7",0,"Certificate/Diploma","Government","Male","May",5,-0.18,558
1634,53,"Year 7",10,"Certificate/Diploma","Government","Male","May",2,-0.36,577
1635,29,"Year 3",35,"Year 12","Government","Male","Sep",0,0.34,421
1636,21,"Year 3",5,"Year 12","Independent","Female","Nov",1,0.02,451
1637,40,"Year 3",10,"Certificate/Diploma","Government","Female","May",1,-0.53,438
1638,52,"Year 3",0,"Postgraduate","Government","Male","Feb",1,2.01,469
1639,10,"Year 3",10,"Bachelor degree","Catholic","Male","Dec",2,1.28,440
1640,10,"Year 7",70,"Bachelor degree","Catholic","Female","Jan",2,1.47,585
1641,10,"Year 9",30,"Certificate/Diploma","Catholic","Male","Aug",1,0.74,605
1642,58,"Year 3",30,"Year 12","Government","Male","Sep",1,0.41,440
1643,53,"Year 7",25,"Year 10 or below","Government","Male","Aug",2,-1.5,640
1644,8,"Year 3",10,"Year 10 or below","Government","Male","May",2,-1.19,388
1645,4,"Year 7",0,"Year 12","Catholic","Male","Nov",2,0.9,631
1646,19,"Year 5",30,"Postgraduate","Government","Male","Sep",0,1.48,576
1647,60,"Year 5",0,"Certificate/Diploma","Government","Male","Oct",0,0.63,510
1648,59,"Year 3",55,"Bachelor degree","Government","Male","Dec",2,1.25,568
1649,30,"Year 9",90,"Year 12","Catholic","Female","Jul",2,0.64,680
1650,54,"Year 5",0,"Bachelor degree","Catholic","Male","Sep",1,1.37,586
1651,32,"Year 7",20,"Certificate/Diploma","Catholic","Male","Sep",4,0.22,535
1652,35,"Year 9",40,"Certificate/Diploma","Government","Male","Dec",3,0.26,774
1653,31,"Year 7",55,"Year 12","Catholic","Female","Sep",1,0.05,756
1654,33,"Year 7",0,"Year 12","Government","Male","Dec",2,-0.09,540
1655,34,"Year 3",60,"Certificate/Diploma","Catholic","Female","Jul",1,0.08,344
1656,18,"Year 7",25,"Year 10 or below","Government","Male","Jan",2,-0.7,489
1657,41,"Year 3",15,"Certificate/Diploma","Government","Female","Nov",4,1.12,354
1658,57,"Year 3",20,"Bachelor degree","Catholic","Female","Mar",1,1.01,426
1659,13,"Year 3",0,"Bachelor degree","Independent","Male","Sep",3,1.93,519
1660,51,"Year 7",15,"Bachelor degree","Government","Male","Jul",1,1.16,586
1661,29,"Year 9",0,"Certificate/Diploma","Government","Female","Sep",1,0.49,616
1662,50,"Year 5",0,"Certificate/Diploma","Government","Female","Feb",2,0.01,490
1663,45,"Year 7",0,"Year 10 or below","Government","Female","Mar",2,-0.92,540
1664,7,"Year 3",10,"Bachelor degree","Catholic","Male","Sep",1,1.24,494
1665,44,"Year 5",65,"Year 12","Independent","Male","Sep",2,0.88,599
1666,16,"Year 5",25,"Certificate/Diploma","Independent","Male","Apr",2,-0.13,560
1667,60,"Year 7",15,"Bachelor degree","Government","Male","Jul",1,1.74,562
1668,35,"Year 3",85,"Certificate/Diploma","Government","Male","Oct",2,0.15,600
1669,7,"Year 3",40,"Certificate/Diploma","Catholic","Male","Nov",3,1.03,508
1670,11,"Year 3",0,"Year 12","Government","Female","Sep",2,-0.5,383
1671,51,"Year 7",10,"Postgraduate","Government","Male","Sep",2,1.47,616
1672,24,"Year 9",0,"Certificate/Diploma","Independent","Male","Sep",0,0.43,588
1673,29,"Year 3",55,"Certificate/Diploma","Government","Female","Aug",3,0.24,432
1674,8,"Year 5",0,"Bachelor degree","Government","Female","Feb",2,0.51,554
1675,53,"Year 7",20,"Year 10 or below","Government","Female","Oct",1,0.14,589
1676,49,"Year 5",10,"Bachelor degree","Independent","Male","May",3,1.11,582
1677,41,"Year 9",20,"Year 10 or below","Government","Female","Jan",1,-0.96,538
1678,27,"Year 5",5,"Certificate/Diploma","Government","Female","Sep",1,-0.16,569
1679,42,"Year 3",10,"Certificate/Diploma","Government","Male","Feb",3,-0.51,442
1680,47,"Year 5",0,"Postgraduate","Independent","Male","Dec",0,2.85,549
1681,39,"Year 9",15,"Bachelor degree","Independent","Male","Nov",2,1.75,663
1682,43,"Year 5",0,"Postgraduate","Government","Male","Dec",0,1.48,493
1683,8,"Year 5",40,"Year 12","Government","Female","Feb",2,0.14,651
1684,33,"Year 9",75,"Certificate/Diploma","Government","Female","Apr",1,0.62,599
1685,7,"Year 7",0,"Year 10 or below","Catholic","Male","Sep",1,-0.88,556
1686,40,"Year 7",15,"Year 12","Government","Female","Aug",1,-0.33,594
1687,37,"Year 5",5,"Year 10 or below","Government","Female","Oct",4,-0.7,477
1688,37,"Year 5",5,"Bachelor degree","Government","Female","Feb",2,0.54,538
1689,57,"Year 9",0,"Certificate/Diploma","Catholic","Female","Dec",0,-0.14,690
1690,9,"Year 3",5,"Bachelor degree","Catholic","Female","Aug",1,0.72,483
1691,46,"Year 7",10,"Certificate/Diploma","Independent","Female","Feb",2,1.05,630
1692,50,"Year 5",80,"Year 12","Government","Male","Mar",1,0.53,678
1693,26,"Year 9",0,"Year 12","Government","Female","Jan",2,-0.21,551
1694,42,"Year 7",55,"Bachelor degree","Government","Male","Dec",0,1.15,747
1695,13,"Year 3",30,"Bachelor degree","Independent","Female","Apr",0,1.71,362
1696,7,"Year 7",5,"Certificate/Diploma","Catholic","Female","Aug",1,1.13,635
1697,18,"Year 5",55,"Year 10 or below","Government","Male","Oct",2,-1.12,312
1698,9,"Year 5",60,"Postgraduate","Catholic","Male","Feb",2,0.82,534
1699,11,"Year 5",40,"Year 12","Government","Male","Jan",4,-0.45,499
1700,10,"Year 3",55,"Bachelor degree","Catholic","Male","Jan",1,1.96,463
1701,9,"Year 7",45,"Bachelor degree","Catholic","Male","Jul",2,2.39,578
1702,59,"Year 3",25,"Year 12","Government","Female","Aug",2,0.08,502
1703,27,"Year 3",35,"Year 10 or below","Government","Male","Mar",1,-1.32,426
1704,60,"Year 5",20,"Bachelor degree","Government","Male","Dec",5,1.45,506
1705,12,"Year 9",40,"Postgraduate","Catholic","Female","Jul",3,2.01,712
1706,38,"Year 7",0,"Year 10 or below","Government","Male","Jan",3,0.12,559
1707,14,"Year 9",0,"Year 12","Government","Female","Aug",1,-0.59,624
1708,27,"Year 5",15,"Bachelor degree","Government","Male","Nov",1,1.81,540
1709,12,"Year 3",0,"Bachelor degree","Catholic","Male","Jun",3,1.76,390
1710,29,"Year 9",0,"Year 10 or below","Government","Male","Aug",2,-0.5,560
1711,38,"Year 7",90,"Year 12","Government","Male","Oct",1,-0.06,719
1712,58,"Year 9",5,"Year 12","Government","Male","Jul",2,-0.04,549
1713,11,"Year 3",5,"Bachelor degree","Government","Male","Aug",2,1.44,388
1714,30,"Year 7",30,"Bachelor degree","Catholic","Male","Dec",2,0.86,685
1715,43,"Year 5",70,"Year 10 or below","Government","Male","Jan",2,-1.38,586
1716,30,"Year 5",0,"Certificate/Diploma","Catholic","Female","Oct",2,0.54,600
1717,13,"Year 9",0,"Year 10 or below","Independent","Male","Apr",2,0.65,589
1718,60,"Year 5",5,"Bachelor degree","Government","Female","Jan",1,0.98,567
1719,52,"Year 3",10,"Year 12","Government","Female","Sep",1,0.25,447
1720,52,"Year 3",0,"Certificate/Diploma","Government","Female","Dec",2,0.39,481
1721,15,"Year 3",10,"Bachelor degree","Government","Male","Aug",1,1.35,473
1722,38,"Year 5",0,"Year 10 or below","Government","Male","Mar",1,-0.97,483
1723,43,"Year 5",20,"Certificate/Diploma","Government","Female","Dec",2,0.59,552
1724,48,"Year 5",5,"Bachelor degree","Government","Male","May",2,0.99,533
1725,2,"Year 7",0,"Bachelor degree","Independent","Female","Nov",1,1.25,634
1726,56,"Year 9",55,"Certificate/Diploma","Catholic","Female","Jul",1,0.83,774
1727,47,"Year 5",10,"Year 10 or below","Independent","Female","Oct",3,0.76,565
1728,27,"Year 3",35,"Postgraduate","Government","Female","Oct",3,2.11,522
1729,41,"Year 7",35,"Bachelor degree","Government","Male","Mar",1,1.35,482
1730,48,"Year 7",0,"Bachelor degree","Government","Female","Mar",3,0.6,613
1731,12,"Year 7",15,"Postgraduate","Catholic","Male","Oct",3,1.36,577
1732,29,"Year 5",30,"Year 12","Government","Male","Nov",5,0.15,510
1733,4,"Year 3",5,"Year 12","Catholic","Female","Oct",1,-0.25,484
1734,19,"Year 3",0,"Certificate/Diploma","Government","Male","Aug",3,-0.41,425
1735,25,"Year 9",5,"Postgraduate","Government","Male","Mar",3,2.03,642
1736,4,"Year 5",20,"Bachelor degree","Catholic","Male","Sep",2,2.12,595
1737,42,"Year 7",105,"Year 10 or below","Government","Male","Dec",2,-0.69,800
1738,20,"Year 3",15,"Year 10 or below","Government","Male","Dec",3,-0.92,467
1739,60,"Year 3",5,"Year 12","Government","Male","May",2,-0.29,396
1740,2,"Year 5",20,"Certificate/Diploma","Independent","Male","Jul",2,0.82,604
1741,29,"Year 7",30,"Certificate/Diploma","Government","Male","Sep",1,-0.32,594
1742,9,"Year 9",15,"Bachelor degree","Catholic","Female","Sep",1,1.06,590
1743,14,"Year 3",55,"Year 12","Government","Male","Jul",1,0.79,424
1744,8,"Year 5",25,"Bachelor degree","Government","Female","Mar",1,1.8,583
1745,20,"Year 9",0,"Year 10 or below","Government","Female","May",2,-0.16,592
1746,55,"Year 7",20,"Bachelor degree","Government","Male","Dec",1,0.95,715
1747,35,"Year 9",10,"Postgraduate","Government","Female","Apr",5,1.94,673
1748,53,"Year 7",35,"Certificate/Diploma","Government","Female","Aug",0,0.99,719
1749,6,"Year 3",25,"Year 12","Government","Male","Nov",0,0.64,428
1750,54,"Year 5",20,"Bachelor degree","Catholic","Male","Aug",2,1.04,548
1751,14,"Year 7",50,"Postgraduate","Government","Female","Aug",1,2,607
1752,13,"Year 7",55,"Postgraduate","Independent","Male","Mar",2,1.6,454
1753,40,"Year 5",50,"Bachelor degree","Government","Male","Oct",0,0.62,532
1754,18,"Year 7",15,"Year 12","Government","Male","Jan",2,0.18,522
1755,34,"Year 3",15,"Bachelor degree","Catholic","Male","Feb",1,1.57,427
1756,20,"Year 3",5,"Certificate/Diploma","Government","Male","Oct",2,0.29,464
1757,42,"Year 5",25,"Year 12","Government","Female","Dec",3,-0.47,587
1758,10,"Year 5",10,"Bachelor degree","Catholic","Female","Mar",1,2.04,519
1759,31,"Year 5",20,"Bachelor degree","Catholic","Male","Nov",0,1.66,637
1760,13,"Year 3",10,"Certificate/Diploma","Independent","Male","Dec",0,0.6,482
1761,56,"Year 7",20,"Certificate/Diploma","Catholic","Male","Mar",0,0.4,643
1762,43,"Year 9",0,"Year 10 or below","Government","Male","Oct",3,-1.09,595
1763,11,"Year 9",10,"Year 10 or below","Government","Male","Feb",1,-1.17,579
1764,37,"Year 5",0,"Bachelor degree","Government","Male","Jan",0,1.18,572
1765,31,"Year 9",0,"Year 12","Catholic","Male","Jan",1,0.25,591
1766,53,"Year 5",5,"Bachelor degree","Government","Female","Jul",2,0.85,514
1767,11,"Year 5",10,"Year 12","Government","Male","Apr",5,0.39,476
1768,59,"Year 3",30,"Year 12","Government","Male","Apr",1,-0.09,491
1769,20,"Year 9",20,"Bachelor degree","Government","Female","Jan",2,1.42,701
1770,57,"Year 9",90,"Certificate/Diploma","Catholic","Female","Mar",2,0.84,400
1771,35,"Year 5",25,"Certificate/Diploma","Government","Male","Jul",3,0.31,651
1772,24,"Year 5",10,"Year 12","Independent","Female","Aug",2,0.74,501
1773,51,"Year 3",15,"Certificate/Diploma","Government","Male","Jul",0,0.32,463
1774,53,"Year 5",0,"Year 12","Government","Male","Aug",2,-0.99,490
1775,45,"Year 5",25,"Year 12","Government","Male","Sep",2,0.39,449
1776,38,"Year 3",5,"Year 12","Government","Female","Jul",5,0.4,463
1777,2,"Year 3",10,"Bachelor degree","Independent","Male","Jan",1,2.13,502
1778,55,"Year 9",10,"Certificate/Diploma","Government","Male","Jan",3,-0.41,650
1779,40,"Year 7",0,"Certificate/Diploma","Government","Female","Aug",5,0.96,577
1780,19,"Year 3",50,"Postgraduate","Government","Male","Nov",2,1.95,519
1781,29,"Year 9",10,"Certificate/Diploma","Government","Male","Jun",1,0.77,624
1782,3,"Year 5",10,"Bachelor degree","Government","Male","May",3,0.9,523
1783,54,"Year 5",10,"Bachelor degree","Catholic","Female","Apr",1,1.81,588
1784,31,"Year 3",5,"Certificate/Diploma","Catholic","Male","Feb",1,0.55,476
1785,42,"Year 9",0,"Postgraduate","Government","Male","Feb",2,2.31,621
1786,20,"Year 5",10,"Postgraduate","Government","Male","Dec",2,0.79,584
1787,45,"Year 9",40,"Certificate/Diploma","Government","Female","Dec",1,0.85,516
1788,6,"Year 5",15,"Postgraduate","Government","Female","Mar",3,1.47,574
1789,43,"Year 3",0,"Year 12","Government","Male","Aug",3,0.39,416
1790,59,"Year 5",120,"Bachelor degree","Government","Female","May",1,0.72,700
1791,11,"Year 7",30,"Certificate/Diploma","Government","Female","Sep",1,1.37,583
1792,5,"Year 9",70,"Year 12","Government","Male","Aug",1,0.52,900
1793,51,"Year 5",20,"Year 12","Government","Male","Aug",3,0.74,521
1794,31,"Year 5",30,"Year 12","Catholic","Female","Jul",2,0.38,664
1795,58,"Year 5",0,"Bachelor degree","Government","Female","Mar",1,0.64,552
1796,7,"Year 3",70,"Year 10 or below","Catholic","Female","Feb",2,-0.62,572
1797,5,"Year 9",20,"Year 12","Government","Female","Sep",2,-0.24,676
1798,17,"Year 7",0,"Year 10 or below","Independent","Male","Mar",2,0.02,547
1799,16,"Year 9",55,"Certificate/Diploma","Independent","Female","Feb",2,1.19,752
1800,25,"Year 9",0,"Year 12","Government","Female","Jan",2,0.01,623
1801,36,"Year 7",20,"Bachelor degree","Catholic","Male","Jul",3,1.91,607
1802,56,"Year 9",50,"Year 12","Catholic","Male","Mar",1,0.35,729
1803,22,"Year 9",10,"Certificate/Diploma","Government","Male","Aug",0,0.37,615
1804,8,"Year 5",20,"Postgraduate","Government","Male","Oct",1,1.19,618
1805,37,"Year 7",15,"Certificate/Diploma","Government","Female","Jul",1,0.63,611
1806,11,"Year 5",50,"Year 10 or below","Government","Male","May",5,-0.78,459
1807,45,"Year 7",10,"Year 12","Government","Male","Oct",0,0.83,528
1808,2,"Year 7",15,"Year 10 or below","Independent","Female","Jun",2,-0.37,637
1809,23,"Year 3",0,"Bachelor degree","Independent","Male","Feb",1,1.89,498
1810,9,"Year 5",0,"Postgraduate","Catholic","Female","Jul",2,1.53,575
1811,2,"Year 9",20,"Postgraduate","Independent","Male","Feb",2,2.52,753
1812,29,"Year 5",5,"Year 10 or below","Government","Female","Sep",2,-0.04,494
1813,55,"Year 3",0,"Certificate/Diploma","Government","Male","Aug",3,0.95,445
1814,26,"Year 9",75,"Certificate/Diploma","Government","Female","Apr",4,0.15,663
1815,1,"Year 3",0,"Bachelor degree","Independent","Female","Dec",2,2.42,461
1816,59,"Year 7",0,"Certificate/Diploma","Government","Male","Jan",2,-0.49,571
1817,10,"Year 5",0,"Year 12","Catholic","Female","Sep",2,0.92,545
1818,19,"Year 3",10,"Year 12","Government","Female","Jan",2,0.52,457
1819,39,"Year 7",10,"Certificate/Diploma","Independent","Female","Jan",0,0.94,607
1820,11,"Year 3",20,"Year 10 or below","Government","Male","Oct",2,-0.93,334
1821,19,"Year 7",30,"Certificate/Diploma","Government","Female","Dec",3,0.26,613
1822,12,"Year 5",10,"Year 10 or below","Catholic","Female","Nov",4,-1.09,522
1823,6,"Year 3",0,"Bachelor degree","Government","Male","Nov",1,1.02,407
1824,34,"Year 3",30,"Bachelor degree","Catholic","Male","Dec",2,1.38,421
1825,18,"Year 7",5,"Bachelor degree","Government","Female","Apr",1,1.06,625
1826,58,"Year 3",60,"Year 12","Government","Male","Jan",4,0.24,486
1827,18,"Year 9",25,"Bachelor degree","Government","Female","Aug",1,0.68,607
1828,47,"Year 9",25,"Bachelor degree","Independent","Female","Jan",0,1.67,716
1829,12,"Year 9",0,"Postgraduate","Catholic","Female","Jul",2,1.33,638
1830,47,"Year 5",15,"Bachelor degree","Independent","Female","Jan",1,2.48,572
1831,22,"Year 9",65,"Certificate/Diploma","Government","Female","Dec",2,0.95,746
1832,32,"Year 9",10,"Bachelor degree","Catholic","Male","Jun",1,1.19,674
1833,46,"Year 7",5,"Bachelor degree","Independent","Male","Mar",2,1.47,633
1834,34,"Year 3",0,"Year 10 or below","Catholic","Male","Dec",0,-0.69,436
1835,14,"Year 3",5,"Bachelor degree","Government","Male","Nov",1,1.55,464
